,Q1,Q2,Q3,Q4,Q5,Q6
400,35-39,Man,Greece,Doctoral degree,Data Scientist,10-20 years
401,18-21,Man,India,Bachelor’s degree,Student,1-3 years
402,40-44,Man,Ukraine,Master’s degree,Software Engineer,20+ years
403,22-24,Woman,Brazil,Master’s degree,Data Scientist,1-3 years
404,35-39,Woman,India,Doctoral degree,Research Scientist,5-10 years
405,25-29,Woman,India,Master’s degree,Data Scientist,1-3 years
406,25-29,Man,Colombia,Bachelor’s degree,Data Analyst,1-3 years
407,25-29,Man,Russia,Master’s degree,Data Scientist,1-3 years
408,18-21,Woman,United States of America,Master’s degree,Other,5-10 years
409,40-44,Man,Sweden,Master’s degree,Currently not employed,5-10 years
410,30-34,Man,South Korea,Bachelor’s degree,Student,< 1 years
411,55-59,Woman,Turkey,Doctoral degree,Statistician,5-10 years
412,25-29,Man,Tunisia,Bachelor’s degree,Currently not employed,1-3 years
413,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,< 1 years
414,22-24,Man,India,Bachelor’s degree,Business Analyst,3-5 years
415,25-29,Man,India,Bachelor’s degree,Data Scientist,< 1 years
416,45-49,Woman,United States of America,Professional doctorate,Student,3-5 years
417,30-34,Man,Russia,Bachelor’s degree,Software Engineer,5-10 years
418,30-34,Man,Pakistan,Bachelor’s degree,Currently not employed,1-3 years
419,30-34,Man,Argentina,Bachelor’s degree,Student,< 1 years
420,25-29,Man,Russia,Some college/university study without earning a bachelor’s degree,Product Manager,< 1 years
421,25-29,Woman,Turkey,Bachelor’s degree,Data Scientist,5-10 years
422,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years
423,40-44,Prefer not to say,India,Bachelor’s degree,Software Engineer,10-20 years
424,35-39,Man,United Arab Emirates,Bachelor’s degree,Data Engineer,< 1 years
425,25-29,Man,Other,Master’s degree,Data Scientist,1-3 years
426,45-49,Man,Saudi Arabia,Bachelor’s degree,Other,1-3 years
427,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years
428,35-39,Woman,Egypt,Doctoral degree,Research Scientist,1-3 years
429,18-21,Man,Nigeria,Bachelor’s degree,Student,1-3 years
430,40-44,Man,Turkey,Master’s degree,Program/Project Manager,5-10 years
431,30-34,Woman,United States of America,Bachelor’s degree,Data Analyst,< 1 years
432,30-34,Woman,Italy,Bachelor’s degree,Business Analyst,< 1 years
433,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,1-3 years
434,35-39,Man,Mexico,Master’s degree,Statistician,5-10 years
435,25-29,Man,India,Master’s degree,Data Scientist,1-3 years
436,22-24,Man,India,Bachelor’s degree,Student,1-3 years
437,30-34,Man,Indonesia,Master’s degree,Data Analyst,5-10 years
438,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years
439,22-24,Man,Spain,Some college/university study without earning a bachelor’s degree,Other,< 1 years
440,22-24,Man,China,Master’s degree,Student,1-3 years
441,22-24,Man,Sri Lanka,Bachelor’s degree,Data Analyst,1-3 years
442,18-21,Man,India,Bachelor’s degree,Student,1-3 years
443,18-21,Man,Brazil,Bachelor’s degree,Data Scientist,3-5 years
444,18-21,Man,Indonesia,Bachelor’s degree,Machine Learning Engineer,3-5 years
445,30-34,Man,India,Doctoral degree,Research Scientist,< 1 years
446,25-29,Man,Indonesia,Doctoral degree,Statistician,1-3 years
447,30-34,Man,United States of America,Bachelor’s degree,Program/Project Manager,10-20 years
448,22-24,Man,India,Master’s degree,Software Engineer,< 1 years
449,35-39,Woman,India,Master’s degree,Software Engineer,10-20 years
450,22-24,Prefer to self-describe,United States of America,Some college/university study without earning a bachelor’s degree,Student,< 1 years
451,18-21,Man,Nigeria,Bachelor’s degree,Currently not employed,1-3 years
452,30-34,Man,Nigeria,Master’s degree,Data Scientist,< 1 years
453,40-44,Man,India,Master’s degree,Data Scientist,10-20 years
454,30-34,Man,United States of America,Bachelor’s degree,Program/Project Manager,1-3 years
455,25-29,Man,United States of America,Master’s degree,Data Analyst,< 1 years
456,22-24,Man,India,Master’s degree,Currently not employed,1-3 years
457,18-21,Man,Japan,Bachelor’s degree,Program/Project Manager,1-3 years
458,35-39,Man,United States of America,Master’s degree,Data Analyst,10-20 years
459,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years
460,30-34,Man,Other,Professional doctorate,Research Scientist,5-10 years
461,22-24,Man,China,Master’s degree,Student,3-5 years
462,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,< 1 years
463,18-21,Man,China,Master’s degree,Business Analyst,5-10 years
464,30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years
465,40-44,Man,Turkey,I prefer not to answer,Student,1-3 years
466,25-29,Man,Pakistan,Master’s degree,Student,< 1 years
467,50-54,Man,Japan,I prefer not to answer,Other,< 1 years
468,25-29,Woman,India,Master’s degree,Data Analyst,< 1 years
469,25-29,Man,Austria,Master’s degree,Data Scientist,5-10 years
470,25-29,Man,Nepal,Master’s degree,Software Engineer,1-3 years
471,18-21,Man,Peru,Master’s degree,Student,1-3 years
472,30-34,Man,Viet Nam,Bachelor’s degree,Software Engineer,5-10 years
473,45-49,Man,India,Professional doctorate,Data Scientist,10-20 years
474,35-39,Man,Turkey,Master’s degree,Other,1-3 years
475,30-34,Man,United States of America,Doctoral degree,Student,5-10 years
476,45-49,Man,India,Doctoral degree,Other,I have never written code
477,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years
478,22-24,Woman,India,Bachelor’s degree,Data Analyst,I have never written code
479,35-39,Man,India,Bachelor’s degree,Currently not employed,5-10 years
480,22-24,Woman,India,Bachelor’s degree,Student,< 1 years
481,25-29,Woman,Japan,Master’s degree,Other,3-5 years
482,35-39,Man,South Korea,Bachelor’s degree,Software Engineer,10-20 years
483,50-54,Woman,United States of America,Doctoral degree,Data Scientist,10-20 years
484,18-21,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Student,< 1 years
485,25-29,Man,Nigeria,Master’s degree,Statistician,< 1 years
486,22-24,Man,United States of America,Bachelor’s degree,Student,< 1 years
487,35-39,Prefer not to say,United States of America,Master’s degree,Student,5-10 years
488,35-39,Man,Ghana,Professional doctorate,Program/Project Manager,< 1 years
489,30-34,Man,United States of America,Bachelor’s degree,Data Scientist,5-10 years
490,45-49,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Engineer,3-5 years
491,40-44,Man,Tunisia,Master’s degree,Student,< 1 years
492,45-49,Man,South Korea,Master’s degree,Currently not employed,< 1 years
493,22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years
494,18-21,Woman,India,Bachelor’s degree,Student,< 1 years
495,25-29,Man,Uganda,Bachelor’s degree,Currently not employed,< 1 years
496,18-21,Woman,India,Bachelor’s degree,Machine Learning Engineer,1-3 years
497,35-39,Man,Brazil,Doctoral degree,Other,< 1 years
498,22-24,Man,Russia,Master’s degree,Machine Learning Engineer,1-3 years
499,55-59,Man,Sweden,Doctoral degree,Program/Project Manager,20+ years
500,22-24,Man,India,Bachelor’s degree,Other,1-3 years
501,22-24,Man,Indonesia,No formal education past high school,Student,< 1 years
502,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Professional doctorate,Research Scientist,3-5 years
503,18-21,Man,China,Bachelor’s degree,Student,1-3 years
504,25-29,Man,India,Master’s degree,Student,3-5 years
505,30-34,Woman,Italy,Master’s degree,Software Engineer,5-10 years
506,60-69,Man,United States of America,Bachelor’s degree,Other,1-3 years
507,45-49,Man,South Korea,Doctoral degree,Product Manager,< 1 years
508,25-29,Man,United States of America,Doctoral degree,Research Scientist,5-10 years
509,25-29,Man,"Iran, Islamic Republic of...",Master’s degree,Student,1-3 years
510,18-21,Woman,Turkey,Master’s degree,Data Analyst,1-3 years
511,35-39,Man,Other,Doctoral degree,Program/Project Manager,10-20 years
512,25-29,Man,Malaysia,Master’s degree,Data Scientist,3-5 years
513,18-21,Woman,India,Bachelor’s degree,Student,< 1 years
514,35-39,Woman,United States of America,Master’s degree,Data Scientist,3-5 years
515,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
516,22-24,Man,Kenya,Master’s degree,Data Engineer,1-3 years
517,25-29,Man,Taiwan,Master’s degree,Software Engineer,1-3 years
518,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,20+ years
519,45-49,Man,Italy,Doctoral degree,Data Scientist,10-20 years
520,50-54,Man,South Korea,Master’s degree,Machine Learning Engineer,10-20 years
521,25-29,Man,India,Doctoral degree,Student,< 1 years
522,35-39,Man,China,Bachelor’s degree,Data Analyst,< 1 years
523,18-21,Man,India,Bachelor’s degree,Software Engineer,1-3 years
524,18-21,Man,Kazakhstan,Bachelor’s degree,Student,1-3 years
525,35-39,Man,United States of America,Doctoral degree,Software Engineer,10-20 years
526,25-29,Man,Mexico,Master’s degree,Statistician,1-3 years
527,18-21,Man,India,Bachelor’s degree,Student,1-3 years
528,55-59,Man,United States of America,Doctoral degree,Data Engineer,20+ years
529,18-21,Man,India,Bachelor’s degree,Student,< 1 years
530,22-24,Woman,India,Master’s degree,Currently not employed,1-3 years
531,40-44,Man,United States of America,No formal education past high school,Student,< 1 years
532,40-44,Man,Japan,Bachelor’s degree,Other,1-3 years
533,25-29,Man,Russia,Doctoral degree,Data Scientist,3-5 years
534,22-24,Man,India,Master’s degree,Data Analyst,< 1 years
535,22-24,Man,India,Bachelor’s degree,Software Engineer,5-10 years
536,60-69,Man,Italy,Bachelor’s degree,Business Analyst,5-10 years
537,25-29,Man,Germany,Master’s degree,Data Scientist,3-5 years
538,18-21,Man,India,Bachelor’s degree,Currently not employed,1-3 years
539,22-24,Man,India,Master’s degree,Program/Project Manager,3-5 years
540,22-24,Man,Nigeria,Master’s degree,Research Scientist,< 1 years
541,35-39,Man,Other,Doctoral degree,Research Scientist,1-3 years
542,22-24,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years
543,18-21,Man,India,Master’s degree,Data Scientist,3-5 years
544,18-21,Man,India,Bachelor’s degree,Student,< 1 years
545,25-29,Man,India,Master’s degree,Student,< 1 years
546,35-39,Man,United States of America,Doctoral degree,Other,10-20 years
547,55-59,Man,United States of America,Master’s degree,Currently not employed,10-20 years
548,35-39,Man,United States of America,Master’s degree,Software Engineer,< 1 years
549,18-21,Man,"Iran, Islamic Republic of...",Some college/university study without earning a bachelor’s degree,Student,1-3 years
550,30-34,Man,Tunisia,Master’s degree,Other,< 1 years
551,18-21,Man,Portugal,Bachelor’s degree,Student,1-3 years
552,22-24,Man,Brazil,Bachelor’s degree,Data Scientist,1-3 years
553,22-24,Man,India,Master’s degree,Student,1-3 years
554,18-21,Woman,India,Master’s degree,Student,1-3 years
555,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Student,1-3 years
556,25-29,Woman,India,Bachelor’s degree,Currently not employed,< 1 years
557,35-39,Man,Australia,Professional doctorate,Other,< 1 years
558,22-24,Man,Germany,Bachelor’s degree,Machine Learning Engineer,1-3 years
559,22-24,Woman,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,< 1 years
560,30-34,Man,Italy,Doctoral degree,Software Engineer,3-5 years
561,30-34,Man,Japan,Some college/university study without earning a bachelor’s degree,Business Analyst,< 1 years
562,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,< 1 years
563,45-49,Man,Russia,Master’s degree,Other,I have never written code
564,25-29,Man,I do not wish to disclose my location,Doctoral degree,Research Scientist,5-10 years
565,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,1-3 years
566,18-21,Woman,India,Bachelor’s degree,Student,3-5 years
567,30-34,Man,Brazil,Bachelor’s degree,Software Engineer,10-20 years
568,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years
569,40-44,Man,Nigeria,Doctoral degree,Research Scientist,< 1 years
570,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,5-10 years
571,22-24,Man,India,Bachelor’s degree,Student,1-3 years
572,22-24,Man,Italy,Master’s degree,Student,3-5 years
573,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years
574,22-24,Man,Other,Some college/university study without earning a bachelor’s degree,Currently not employed,3-5 years
575,35-39,Man,Other,Bachelor’s degree,Data Analyst,< 1 years
576,25-29,Man,Egypt,Bachelor’s degree,Data Engineer,< 1 years
577,30-34,Man,Brazil,Master’s degree,Other,10-20 years
578,18-21,Man,India,Bachelor’s degree,Student,1-3 years
579,22-24,Man,Ukraine,Bachelor’s degree,Data Analyst,< 1 years
580,30-34,Man,Canada,Master’s degree,Data Engineer,5-10 years
581,25-29,Man,Malaysia,Master’s degree,Data Scientist,5-10 years
582,22-24,Woman,India,Bachelor’s degree,Data Scientist,1-3 years
583,22-24,Man,Brazil,Bachelor’s degree,Student,3-5 years
584,25-29,Man,Japan,Master’s degree,Machine Learning Engineer,5-10 years
585,25-29,Woman,Germany,Master’s degree,Student,5-10 years
586,22-24,Man,Egypt,Bachelor’s degree,Data Scientist,1-3 years
587,30-34,Man,Indonesia,Bachelor’s degree,Program/Project Manager,1-3 years
588,35-39,Man,Kenya,Bachelor’s degree,Data Analyst,1-3 years
589,22-24,Man,India,Master’s degree,Business Analyst,1-3 years
590,50-54,Man,France,Doctoral degree,Currently not employed,1-3 years
591,25-29,Man,Other,Bachelor’s degree,Product Manager,< 1 years
592,60-69,Man,United States of America,Doctoral degree,Other,20+ years
593,18-21,Man,India,Bachelor’s degree,Student,1-3 years
594,25-29,Man,India,Master’s degree,Currently not employed,1-3 years
595,22-24,Man,Ghana,Bachelor’s degree,Software Engineer,3-5 years
596,22-24,Woman,India,Bachelor’s degree,Currently not employed,< 1 years
597,50-54,Man,United States of America,Master’s degree,Data Scientist,5-10 years
598,22-24,Man,Kenya,Bachelor’s degree,Student,1-3 years
599,22-24,Woman,Turkey,Bachelor’s degree,Student,3-5 years
600,25-29,Man,China,Master’s degree,Student,5-10 years
601,25-29,Man,Kenya,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years
602,30-34,Man,Canada,Master’s degree,Student,3-5 years
603,60-69,Man,Russia,Doctoral degree,Data Scientist,1-3 years
604,25-29,Man,Russia,Master’s degree,Business Analyst,< 1 years
605,40-44,Man,Russia,Master’s degree,Data Engineer,< 1 years
606,35-39,Man,Russia,I prefer not to answer,Research Scientist,10-20 years
607,30-34,Man,"Iran, Islamic Republic of...",Doctoral degree,Data Analyst,3-5 years
608,25-29,Man,Colombia,Master’s degree,Data Scientist,3-5 years
609,25-29,Man,Other,Master’s degree,Business Analyst,< 1 years
610,18-21,Man,Pakistan,Bachelor’s degree,Student,1-3 years
611,40-44,Man,Tunisia,Some college/university study without earning a bachelor’s degree,Currently not employed,1-3 years
612,40-44,Man,Japan,Professional doctorate,Research Scientist,10-20 years
613,45-49,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,10-20 years
